边,源节点,目标节点,平均分数,标准差,变异系数,稳定性分数,最大成对差异,平均成对差异,方法数量,一致性水平,MLE_分数,Bayesian_分数,EM_分数,SEM_分数
检验_磷->药物_碳酸钙片,检验_磷,药物_碳酸钙片,0.4149425797262919,0.1348883838833436,0.32507722869106337,0.7546729944094045,0.32239755896714506,0.16774697122876736,4,中等一致,0.3245209023667134,0.36381005283788237,0.3245209023667134,0.6469184613338584
疾病_心律失常->药物_艾司唑仑片,疾病_心律失常,药物_艾司唑仑片,0.2216942077998537,0.0757575233022523,0.34172080567231805,0.7453115400553945,0.18385756422371338,0.09192878211185669,4,中等一致,0.18278724381386927,0.16867238967398143,0.18278724381386927,0.3525299538976948
药物_阿卡波糖片->疾病_冠状动脉粥样硬化性心脏病,药物_阿卡波糖片,疾病_冠状动脉粥样硬化性心脏病,0.2866371001672833,0.10142842447655931,0.3538565817801151,0.7386306743696237,0.23588188631120438,0.11878687238834339,4,中等一致,0.2263977347403704,0.23147331013681754,0.2263977347403704,0.4622796210515748
检验_尿酸->药物_硫酸氢氯吡格雷片,检验_尿酸,药物_硫酸氢氯吡格雷片,0.32292950191480285,0.12708217711600153,0.3935291646085934,0.7176024911404523,0.2975986862657956,0.15098738844349016,4,中等一致,0.24524776238246543,0.2583760342460197,0.24524776238246543,0.542846448648261
检验_碳酸氢盐->检验_磷,检验_碳酸氢盐,检验_磷,0.3205506977528139,0.13212269792444814,0.41217410802933846,0.7081279810429896,0.3090437259141986,0.15659421786835034,4,中等一致,0.2401812339073877,0.25261536337489404,0.2401812339073877,0.5492249598215863
疾病_混合痔->检验_葡萄糖,疾病_混合痔,检验_葡萄糖,0.29166445841064614,0.12021805467759268,0.4121793081429649,0.7081253734803787,0.28057815693092125,0.14183081346249976,4,中等一致,0.21920731668235718,0.22845772666459196,0.21920731668235718,0.4997854736132784
检验_尿酸->检验_镁,检验_尿酸,检验_镁,0.2967956217064262,0.1457601802013492,0.4911129731742711,0.6706399970964017,0.3475442852501069,0.17377214262505344,4,中等一致,0.37520258157657316,0.39216080446133267,0.37520258157657316,0.04461651921122579
检验_碳酸氢盐->检验_尿酸,检验_碳酸氢盐,检验_尿酸,0.26930109781166434,0.13829179845448344,0.5135211091905677,0.660710969888488,0.3205094334874664,0.16083217236444522,4,中等一致,0.18830755600872973,0.1917722897330019,0.18830755600872973,0.5088169894961961
药物_肝素钠注射液->药物_氯化钠注射液,药物_肝素钠注射液,药物_氯化钠注射液,0.43709689334189794,0.2301897532649559,0.5266332402982811,0.6550361760789482,0.5328210728609555,0.26702655157242167,4,中等一致,0.30296760241374315,0.3066636932654069,0.30296760241374315,0.8357886752746987
检验_氯->检验_葡萄糖,检验_氯,检验_葡萄糖,0.20596737774987706,0.11630704397094056,0.5646867248666032,0.6391055692539698,0.27628846534508517,0.13814423267254258,4,中等一致,0.14283724257723934,0.13095328024997221,0.14283724257723934,0.4072417455950574
疾病_糖尿病->药物_盐酸羟考酮缓释片,疾病_糖尿病,药物_盐酸羟考酮缓释片,0.22212449771004283,0.12841217418471995,0.5781090132271084,0.6336697855587803,0.30690603433965474,0.15345301716982737,4,中等一致,0.29079597825025827,0.30690603433965474,0.29079597825025827,0.0
药物_氯化钠注射液->药物_肝素钠注射液,药物_氯化钠注射液,药物_肝素钠注射液,0.3092725578556228,0.21367446087100814,0.6908936969789523,0.5914032335602513,0.5007425197884849,0.25425747115237546,4,低度一致,0.17825761102130214,0.2015748785700999,0.17825761102130214,0.679000130809787
检验_氯->药物_肝素钠注射液,检验_氯,药物_肝素钠注射液,0.2159540958228462,0.15404751013388485,0.7133345146658148,0.5836571851207057,0.3603937443125348,0.18265042424557332,4,低度一致,0.1221753316107536,0.13689664414658914,0.1221753316107536,0.4825690759232884
疾病_高血压->药物_碳酸钙片,疾病_高血压,药物_碳酸钙片,0.1665630161474161,0.11889810713485117,0.7138325775130102,0.5834875664757917,0.2778633713397779,0.14065857556341885,4,低度一致,0.09450683847217677,0.10486817783335621,0.09450683847217677,0.3723702098119547
药物_硫酸氢氯吡格雷片->药物_苯磺酸氨氯地平片,药物_硫酸氢氯吡格雷片,药物_苯磺酸氨氯地平片,0.3653348238791479,0.2820302369550086,0.7719774259688523,0.5643412750888949,0.6546336266264379,0.32731681331321894,4,低度一致,0.20417370444229987,0.19917913000277698,0.20417370444229987,0.8538127566292149
疾病_反流性食管炎->药物_氯化钠注射液,疾病_反流性食管炎,药物_氯化钠注射液,0.1846333188899385,0.14502236035939553,0.7854614824198909,0.5600792903382431,0.34335261644538684,0.17167630822269342,4,低度一致,0.10529160475592349,0.09229872480126014,0.10529160475592349,0.43565134124664695
检验_总蛋白->药物_苯磺酸氨氯地平片,检验_总蛋白,药物_苯磺酸氨氯地平片,0.16259917215160952,0.15075828851352552,0.9271774666414451,0.51889357223688,0.350967854199305,0.17693560696142085,4,低度一致,0.07267968880913074,0.08138976797974093,0.07267968880913074,0.4236475430084357
疾病_高血压->药物_苯磺酸氨氯地平片,疾病_高血压,药物_苯磺酸氨氯地平片,0.1369034175173692,0.14566878996029622,1.0640259578751199,0.4844900308470361,0.3384719654884813,0.17029479765901892,4,低度一致,0.05069720377308142,0.05705009326175124,0.05069720377308142,0.3891691692615627
检验_谷草/谷丙->检验_钾,检验_谷草/谷丙,检验_钾,0.08381144618960297,0.14516568305621733,1.7320508075688772,0.36602540378443865,0.3352457847584119,0.16762289237920594,4,不一致,0.0,0.0,0.0,0.3352457847584119
检验_钠->检验_谷草/谷丙,检验_钠,检验_谷草/谷丙,0.08381144618960297,0.14516568305621733,1.7320508075688772,0.36602540378443865,0.3352457847584119,0.16762289237920594,4,不一致,0.0,0.0,0.0,0.3352457847584119
检验_谷草/谷丙->药物_艾司唑仑片,检验_谷草/谷丙,药物_艾司唑仑片,0.08381144618960297,0.14516568305621733,1.7320508075688772,0.36602540378443865,0.3352457847584119,0.16762289237920594,4,不一致,0.0,0.0,0.0,0.3352457847584119
药物_氯化钠注射液->检验_谷草/谷丙,药物_氯化钠注射液,检验_谷草/谷丙,0.08381144618960297,0.14516568305621733,1.7320508075688772,0.36602540378443865,0.3352457847584119,0.16762289237920594,4,不一致,0.0,0.0,0.0,0.3352457847584119
检验_谷草/谷丙->疾病_糖尿病,检验_谷草/谷丙,疾病_糖尿病,0.08381144618960297,0.14516568305621733,1.7320508075688772,0.36602540378443865,0.3352457847584119,0.16762289237920594,4,不一致,0.0,0.0,0.0,0.3352457847584119
检验_谷草/谷丙->药物_硫酸氢氯吡格雷片,检验_谷草/谷丙,药物_硫酸氢氯吡格雷片,0.08381144618960297,0.14516568305621733,1.7320508075688772,0.36602540378443865,0.3352457847584119,0.16762289237920594,4,不一致,0.0,0.0,0.0,0.3352457847584119
